#velocity	error_velocity	radius
62.2023489    22.65081855    7.872
62.198209775    22.649311298    7.873
62.194070652    22.647804048    7.874
62.189931681    22.646296853    7.875
62.185792563    22.644789604    7.876
62.181656639    22.643283518    7.877
62.177520866    22.641777488    7.878
62.173385095    22.640271458    7.879
62.169252668    22.638766645    7.88
62.165116752    22.637260563    7.881
62.16098752    22.635756914    7.882
62.156855099    22.634252104    7.883
62.152725871    22.632748457    7.884
62.148599838    22.631245973    7.885
62.144467423    22.629741165    7.886
62.140338202    22.62823752    7.887
62.136205791    22.626732714    7.888
62.132086299    22.625232612    7.889
62.127960425    22.623730186    7.89
62.123837745    22.622228923    7.891
62.119711876    22.620726499    7.892
62.1155892    22.619225238    7.893
62.111466527    22.617723977    7.894
62.107344004    22.616222772    7.895
62.103227867    22.614723892    7.896
62.099102008    22.613221471    7.897
62.094985876    22.611722593    7.898
62.090866702    22.610222606    7.899
62.086750574    22.608723729    7.9
62.082637789    22.60722607    7.901
62.078521813    22.605727248    7.902
62.0744025    22.604227211    7.903
62.070292913    22.602730716    7.904
62.066176944    22.601231897    7.905
62.062064169    22.599734241    7.906
62.057954737    22.598237802    7.907
62.053845306    22.596741364    7.908
62.04973573    22.595244873    7.909
62.045629645    22.593749653    7.91
62.04151688    22.592252001    7.911
62.037417331    22.590759161    7.912
62.033307764    22.589262673    7.913
62.029201686    22.587767456    7.914
62.025098803    22.586273402    7.915
62.020995922    22.584779349    7.916
62.016893044    22.583285297    7.917
62.012793359    22.581792408    7.918
62.008693825    22.580299573    7.919
62.004590953    22.578805523    7.92
62.000494615    22.577313853    7.921
61.996391894    22.575819858    7.922
61.992302093    22.574330568    7.923
61.988199229    22.572836521    7.924
61.984106239    22.57134607    7.925
61.980013104    22.569855566    7.926
61.975916927    22.568363954    7.927
61.971820603    22.566872289    7.928
61.967730815    22.565383003    7.929
61.963641176    22.563893772    7.93
61.959554731    22.562405704    7.931
61.955458416    22.560914042    7.932
61.951371976    22.559425976    7.933
61.947288878    22.557939127    7.934
61.943195909    22.556448683    7.935
61.939106135    22.554959403    7.936
61.935023043    22.553472556    7.937
61.930939953    22.551985709    7.938
61.926860057    22.550500026    7.939
61.922773632    22.549011965    7.94
61.918690548    22.547525121    7.941
61.914610658    22.546039441    7.942
61.910530918    22.544553814    7.943
61.906447694    22.543066919    7.944
61.902367957    22.541581294    7.945
61.898294609    22.540097995    7.946
61.894221409    22.53861475    7.947
61.890144872    22.53713029    7.948
61.886061805    22.535643452    7.949
61.881991804    22.534161372    7.95
61.877918466    22.532678077    7.951
61.873845277    22.531194836    7.952
61.869775282    22.529712759    7.953
61.865701951    22.528229466    7.954
61.861628913    22.52674628    7.955
61.857558925    22.525264205    7.956
61.853488939    22.52378213    7.957
61.849428827    22.522303651    7.958
61.845358845    22.520821578    7.959
61.841288865    22.519339506    7.96
61.837225565    22.517859866    7.961
61.833162122    22.516380174    7.962
61.829095487    22.51489932    7.963
61.825032048    22.51341963    7.964
61.820965563    22.51193883    7.965
61.816911999    22.510462736    7.966
61.812851905    22.508984264    7.967
61.808788474    22.507504576    7.968
61.804728384    22.506026105    7.969
61.800674975    22.504550067    7.97
61.796618082    22.50307276    7.971
61.792557998    22.501594292    7.972
61.788501255    22.50011704    7.973
61.784447708    22.498640951    7.974
61.780390969    22.497163701    7.975
61.776344104    22.495690046    7.976
61.772290563    22.494213959    7.977
61.768240362    22.49273909    7.978
61.764186825    22.491263005    7.979
61.760136629    22.489788137    7.98
61.756089773    22.488314486    7.981
61.752039581    22.486839619    7.982
61.747992585    22.485365916    7.983
61.743945735    22.483892267    7.984
61.739902081    22.482419781    7.985
61.735855236    22.480946133    7.986
61.731811586    22.479473649    7.987
61.727767938    22.478001165    7.988
61.723727631    22.476529898    7.989
61.719687181    22.475058579    7.99
61.715646878    22.473587314    7.991
61.711606577    22.472116049    7.992
61.707562939    22.470643569    7.993
61.703532514    22.4691759    7.994
61.699495412    22.467705801    7.995
61.695455119    22.466234539    7.996
61.691414828    22.464763278    7.997
61.687387604    22.463296775    7.998
61.683350511    22.461826678    7.999
61.679320096    22.460359013    8
61.675286346    22.458890134    8.001
61.671255935    22.457422471    8.002
61.667228721    22.455955972    8.003
61.663194976    22.454487094    8.004
61.659167766    22.453020596    8.005
61.655137363    22.451552936    8.006
61.651113495    22.450087655    8.007
61.647082953    22.448619944    8.008
61.643062283    22.447155828    8.009
61.639035226    22.445689386    8.01
61.635011366    22.444224108    8.011
61.63098417    22.442757615    8.012
61.626966846    22.441294718    8.013
61.622939797    22.439828279    8.014
61.618919139    22.438364167    8.015
61.614898627    22.436900108    8.016
61.610877973    22.435435998    8.017
61.606860659    22.433973104    8.018
61.602843491    22.432510263    8.019
61.598822843    22.431046154    8.02
61.594812067    22.429585641    8.021
61.590794905    22.428122802    8.022
61.5867776    22.426659912    8.023
61.582766831    22.425199401    8.024
61.578753012    22.423737779    8.025
61.574742246    22.42227727    8.026
61.570731482    22.420816761    8.027
61.566717525    22.419355089    8.028
61.562710103    22.417895797    8.029
61.558706021    22.416437721    8.03
61.554695265    22.414977215    8.031
61.550687849    22.413517925    8.032
61.546683629    22.4120598    8.033
61.542679555    22.410601727    8.034
61.538675339    22.409143602    8.035
61.534668073    22.407684367    8.036
61.530670394    22.406228623    8.037
61.526662989    22.404769337    8.038
61.522662262    22.403312483    8.039
61.518664588    22.401856741    8.04
61.514660527    22.400398673    8.041
61.510666338    22.3989442    8.042
61.506668671    22.39748846    8.043
61.502671148    22.396032772    8.044
61.498673627    22.394577086    8.045
61.494676107    22.3931214    8.046
61.49067859    22.391665715    8.047
61.486687607    22.390212409    8.048
61.482696627    22.388759104    8.049
61.478705648    22.3873058    8.05
61.474708138    22.385850117    8.051
61.470717163    22.384396815    8.052
61.466726332    22.382943564    8.053
61.462738555    22.381491426    8.054
61.458750923    22.380039341    8.055
61.454759956    22.37858604    8.056
61.450775523    22.37713512    8.057
61.446791091    22.3756842    8.058
61.442803467    22.374232117    8.059
61.438819039    22.372781198    8.06
61.434837951    22.371331496    8.061
61.430853528    22.369880579    8.062
61.426872443    22.368430878    8.063
61.422891361    22.366981177    8.064
61.418907085    22.365530314    8.065
61.414929201    22.364081778    8.066
61.410948124    22.362632079    8.067
61.406973582    22.36118476    8.068
61.402999041    22.359737442    8.069
61.399024502    22.358290125    8.07
61.39504677    22.356841644    8.071
61.391072235    22.355394328    8.072
61.387097702    22.353947012    8.073
61.383123171    22.352499697    8.074
61.379151979    22.351053598    8.075
61.375174256    22.349605121    8.076
61.371206263    22.348160187    8.077
61.367238271    22.346715254    8.078
61.363267087    22.345269157    8.079
61.359302436    22.343825441    8.08
61.355334451    22.342380509    8.081
61.351366467    22.340935579    8.082
61.347401964    22.339491916    8.083
61.343433984    22.338046986    8.084
61.339472679    22.336604488    8.085
61.335504703    22.33515956    8.086
61.331546598    22.333718227    8.087
61.327578767    22.332273352    8.088
61.323620666    22.33083202    8.089
61.319659371    22.329389525    8.09
61.315704469    22.327949358    8.091
61.311756243    22.326511622    8.092
61.307798149    22.325070293    8.093
61.30384659    22.323631343    8.094
61.299888641    22.322190066    8.095
61.295930553    22.320748739    8.096
61.291978999    22.319309791    8.097
61.288021055    22.317868517    8.098
61.284066309    22.316428407    8.099
61.280118097    22.314990676    8.1
61.276166551    22.313551731    8.101
61.272215147    22.312112838    8.102
61.268260268    22.310672679    8.103
61.264312063    22.309234951    8.104
61.260367197    22.307798439    8.105
61.256418997    22.306360712    8.106
61.252467602    22.304921822    8.107
61.248525938    22.303486476    8.108
61.244574546    22.302047587    8.109
61.240632886    22.300612242    8.11
61.23668803    22.299175734    8.111
61.232743037    22.297739175    8.112
61.228801522    22.296303883    8.113
61.224866401    22.294870919    8.114
61.22091502    22.293432034    8.115
61.21698324    22.292000287    8.116
61.213041591    22.290564946    8.117
61.209109814    22.2891332    8.118
61.205164974    22.287696697    8.119
61.201230004    22.286263788    8.12
61.197294895    22.284830829    8.121
61.193363125    22.283399086    8.122
61.189424965    22.281965015    8.123
61.185489862    22.280532058    8.124
61.181558097    22.279100316    8.125
61.17762953    22.277669739    8.126
61.173694573    22.276236835    8.127
61.16976615    22.27480631    8.128
61.165840925    22.27337695    8.129
61.161905973    22.271944048    8.13
61.157977555    22.270513525    8.131
61.154052336    22.269084167    8.132
61.150127118    22.267654809    8.133
61.146198705    22.266224289    8.134
61.142273631    22.264794983    8.135
61.138348419    22.263365628    8.136
61.134423208    22.261936273    8.137
61.130511204    22.260511727    8.138
61.1265828    22.259081209    8.139
61.122664128    22.257654235    8.14
61.118745596    22.256227313    8.141
61.114820534    22.254798012    8.142
61.110905203    22.253372254    8.143
61.106986677    22.251945333    8.144
61.103071349    22.250519577    8.145
61.099152687    22.249092607    8.146
61.095234166    22.247665688    8.147
61.09132218    22.246241149    8.148
61.087400326    22.244813016    8.149
61.083494876    22.243390857    8.15
61.079579559    22.241965105    8.151
61.075674251    22.240542998    8.152
61.071762134    22.239118411    8.153
61.067853494    22.23769509    8.154
61.063941519    22.236270555    8.155
61.060029547    22.23484602    8.156
61.056124109    22.233423866    8.157
61.052218672    22.232001711    8.158
61.048313237    22.230579558    8.159
61.044404469    22.22915619    8.16
61.040502373    22.227735253    8.161
61.036596944    22.226313101    8.162
61.032694851    22.224892165    8.163
61.028786228    22.22346885    8.164
61.024890534    22.222050243    8.165
61.020988447    22.220629309    8.166
61.017086362    22.219208375    8.167
61.013190811    22.21778982    8.168
61.009285393    22.216367673    8.169
61.005389846    22.21494912    8.17
61.001491103    22.213529403    8.171
60.997592224    22.212109637    8.172
60.993703214    22.210693464    8.173
60.989804338    22.209273699    8.174
60.985908937    22.207855199    8.175
60.982016597    22.206437814    8.176
60.978127595    22.205021644    8.177
60.974235258    22.20360426    8.178
60.970346397    22.202188142    8.179
60.966454202    22.20077081    8.18
60.962568404    22.199355807    8.181
60.958679409    22.19793964    8.182
60.954790555    22.196523524    8.183
60.950908097    22.195109737    8.184
60.947019108    22.193693572    8.185
60.943136791    22.192279837    8.186
60.939251003    22.190864838    8.187
60.935365354    22.189449889    8.188
60.93148624    22.18803732    8.189
60.927597259    22.186621158    8.19
60.923721484    22.185209805    8.191
60.919839039    22.183796023    8.192
60.915963267    22.182384671    8.193
60.912077628    22.180969726    8.194
60.908201721    22.179558325    8.195
60.904319421    22.178144596    8.196
60.900446853    22.176734411    8.197
60.896571089    22.175323062    8.198
60.892691992    22.173910499    8.199
60.888816094    22.172499101    8.2
60.884943532    22.171088918    8.201
60.88107111    22.169678786    8.202
60.877198552    22.168268604    8.203
60.873290134    22.166845364    8.204
60.86941758    22.165435184    8.205
60.865545164    22.164025054    8.206
60.861679145    22.162617254    8.207
60.857813128    22.161209454    8.208
60.853943915    22.159800491    8.209
60.850078039    22.158392742    8.21
60.846212027    22.156984944    8.211
60.842346154    22.155577197    8.212
60.83848348    22.154170615    8.213
60.834614276    22.152761654    8.214
60.830751605    22.151355073    8.215
60.826895469    22.149950871    8.216
60.823029468    22.148543077    8.217
60.819170137    22.147137712    8.218
60.815317341    22.145734727    8.219
60.811454679    22.144328149    8.22
60.807592018    22.142921571    8.221
60.803732694    22.141516209    8.222
60.799879905    22.140113226    8.223
60.796027117    22.138710244    8.224
60.792167798    22.137304883    8.225
60.788318211    22.135903066    8.226
60.78445556    22.134496492    8.227
60.780606114    22.133094727    8.228
60.776756532    22.131692912    8.229
60.772903754    22.130289933    8.23
60.769050977    22.128886955    8.231
60.765204735    22.127486356    8.232
60.76135516    22.126084543    8.233
60.757508921    22.124683946    8.234
60.753662684    22.123283349    8.235
60.74981325    22.121881588    8.236
60.745967152    22.120481042    8.237
60.742120784    22.119080397    8.238
60.738274689    22.117679852    8.239
60.734431658    22.116280422    8.24
60.730585431    22.114879829    8.241
60.726745874    22.113481665    8.242
60.722899649    22.112081072    8.243
60.719063294    22.110684074    8.244
60.715223606    22.109285862    8.245
60.711380721    22.107886485    8.246
60.70754437    22.106489489    8.247
60.703711355    22.105093707    8.248
60.699868475    22.103694332    8.249
60.696038526    22.102299666    8.25
60.692198984    22.100901507    8.251
60.688362641    22.099504513    8.252
60.684532833    22.098109899    8.253
60.680703026    22.096715285    8.254
60.676866688    22.095318293    8.255
60.673033686    22.093922516    8.256
60.669203884    22.092527904    8.257
60.665374084    22.091133292    8.258
60.661541087    22.089737516    8.259
60.657714624    22.08834412    8.26
60.653888027    22.086950675    8.261
60.650058369    22.085556116    8.262
60.646228577    22.084161507    8.263
60.642405454    22.082769327    8.264
60.638654059    22.081403266    8.265
60.634870001    22.080025312    8.266
60.631082746    22.078646193    8.267
60.627288959    22.077264696    8.268
60.623511439    22.075889122    8.269
60.619707789    22.074504033    8.27
60.61590761    22.073120208    8.271
60.612107162    22.071736285    8.272
60.608303652    22.070351247    8.273
60.604503343    22.068967375    8.274
60.600706234    22.067584668    8.275
60.596886464    22.066193709    8.276
60.593105758    22.064816975    8.277
60.589295588    22.063429512    8.278
60.58549862    22.062046856    8.279
60.581704853    22.060665366    8.28
60.57788829    22.059275575    8.281
60.574094526    22.057894086    8.282
60.570307431    22.056515025    8.283
60.566494071    22.055126401    8.284
60.562684047    22.053738991    8.285
60.558916421    22.05236702    8.286
60.5551064    22.050979611    8.287
60.551296381    22.049592202    8.288
60.547509161    22.048213096    8.289
60.543722076    22.04683404    8.29
60.539921794    22.045450177    8.291
60.536115114    22.044063985    8.292
60.532331234    22.042686095    8.293
60.528544022    22.041306992    8.294
60.52474388    22.03992318    8.295
60.520953471    22.038542913    8.296
60.517172931    22.03716624    8.297
60.513506649    22.035831173    8.298
60.509739043    22.034459209    8.299
60.505981304    22.033090839    8.3
60.502197571    22.031713002    8.301
60.498439836    22.030344633    8.302
60.494701701    22.028983401    8.303
60.490904772    22.02760076    8.304
60.487147042    22.026232393    8.305
60.483376381    22.024859317    8.306
60.479615455    22.023489785    8.307
60.47583813    22.022114283    8.308
60.472064141    22.020739995    8.309
60.468296686    22.019368086    8.31
60.464503102    22.017986663    8.311
60.460755249    22.016621892    8.312
60.456961667    22.015240469    8.313
60.45317462    22.013861426    8.314
60.449426771    22.012496657    8.315
60.445636528    22.01111645    8.316
60.441849485    22.009737409    8.317
60.438088575    22.008367884    8.318
60.434301536    22.006988843    8.319
60.430524364    22.005613396    8.32
60.426753726    22.004240329    8.321
60.422992823    22.002870806    8.322
60.419192857    22.001487058    8.323
60.415409025    22.000109186    8.324
60.411651459    21.998740879    8.325
60.407890562    21.997371358    8.326
60.404116733    21.995997128    8.327
60.400333041    21.994619307    8.328
60.396575348    21.993250953    8.329
60.392817789    21.991882648    8.33
60.389040634    21.990507207    8.331
60.385270146    21.989134194    8.332
60.381492861    21.987758706    8.333
60.377735441    21.986390452    8.334
60.373987623    21.985025694    8.335
60.370217008    21.983652634    8.336
60.366446395    21.982279576    8.337
60.362698714    21.980914868    8.338
60.358908638    21.979534722    8.339
60.355157628    21.978168801    8.34
60.351390353    21.976796958    8.341
60.347622682    21.975424971    8.342
60.343835812    21.974045993    8.343
60.340071742    21.972675317    8.344
60.336307674    21.971304641    8.345
60.332540407    21.969932801    8.346
60.328776474    21.968562175    8.347
60.32501241    21.967191501    8.348
60.32124848    21.965820876    8.349
60.317497484    21.964454961    8.35
60.313730225    21.963083124    8.351
60.3099727    21.961714831    8.352
60.306208776    21.960344208    8.353
60.302451386    21.958975965    8.354
60.298677599    21.95760175    8.355
60.294920212    21.956233508    8.356
60.291162695    21.954865218    8.357
60.287385712    21.95348984    8.358
60.283615264    21.952116842    8.359
60.279857883    21.950748601    8.36
60.276106905    21.949382693    8.361
60.27233326    21.94800853    8.362
60.268582417    21.94664267    8.363
60.264932768    21.94531366    8.364
60.261224324    21.943963241    8.365
60.25750935    21.942610443    8.366
60.253781443    21.941252935    8.367
60.250050073    21.939894167    8.368
60.246341768    21.938543798    8.369
60.242590934    21.937177942    8.37
60.2388825    21.935827525    8.371
60.235135002    21.934462884    8.372
60.231429902    21.933113682    8.373
60.227688808    21.931751373    8.374
60.223941314    21.930386733    8.375
60.220197023    21.929023259    8.376
60.216472331    21.927666922    8.377
60.212754173    21.926312965    8.378
60.208974021    21.924936433    8.379
60.205255867    21.923582477    8.38
60.201531181    21.922226143    8.381
60.19779023    21.920863885    8.382
60.19407208    21.919509931    8.383
60.190357263    21.918157191    8.384
60.186619649    21.916796148    8.385
60.182888437    21.915437438    8.386
60.179170293    21.914083485    8.387
60.175455482    21.912730747    8.388
60.171717873    21.911369707    8.389
60.167980135    21.910008619    8.39
60.164275193    21.908659475    8.391
60.160540789    21.907299602    8.392
60.156793846    21.905935162    8.393
60.153043047    21.904569319    8.394
60.149354378    21.9032261    8.395
60.145623312    21.901867442    8.396
60.14187905    21.900503979    8.397
60.138157721    21.899148867    8.398
60.134446258    21.897797348    8.399
60.130741329    21.896448208    8.4
60.127013471    21.895090719    8.401
60.123288946    21.893734443    8.402
60.119587353    21.892386518    8.403
60.115885631    21.891038546    8.404
60.112147914    21.889677466    8.405
60.108423395    21.888321192    8.406
60.104705411    21.886967298    8.407
60.100980895    21.885611026    8.408
60.097262913    21.884257133    8.409
60.093525334    21.882896103    8.41
60.089810556    21.881543377    8.411
60.086076311    21.880183562    8.412
60.082358335    21.878829671    8.413
60.078624093    21.877469856    8.414
60.074902788    21.876114753    8.415
60.071191349    21.874763243    8.416
60.067480042    21.87341178    8.417
60.063749007    21.872053134    8.418
60.060034241    21.870700411    8.419
60.05630654    21.869342979    8.42
60.052595108    21.867991471    8.421
60.048887009    21.866641177    8.422
60.045172378    21.865288504    8.423
60.041467483    21.863939377    8.424
60.03773979    21.862581947    8.425
60.034031696    21.861231655    8.426
60.03031374    21.859877771    8.427
60.026605649    21.858527479    8.428
60.02285183    21.857160536    8.429
60.019143742    21.855810246    8.43
60.015442188    21.854462335    8.431
60.011717706    21.853106075    8.432
60.007996686    21.851751075    8.433
60.004304871    21.850406711    8.434
60.000603323    21.849058802    8.435
59.996901776    21.847710894    8.436
59.993206764    21.846365365    8.437
59.98950522    21.845017458    8.438
59.985767811    21.84365649    8.439
59.982072803    21.842310963    8.44
59.978377796    21.840965436    8.441
59.97463719    21.839603304    8.442
59.970942186    21.838257778    8.443
59.967247183    21.836912253    8.444
59.963555513    21.835567941    8.445
59.959860513    21.834222417    8.446
59.956168845    21.832878106    8.447
59.952454379    21.831525493    8.448
59.948746317    21.830175213    8.449
59.945041588    21.828826145    8.45
59.941349926    21.827481837    8.451
59.937628803    21.8261268    8.452
59.933940475    21.824783705    8.453
59.930252019    21.823440563    8.454
59.926544095    21.822090333    8.455
59.922839374    21.820741269    8.456
59.919151051    21.819398176    8.457
59.915446333    21.818049113    8.458
59.91177095    21.816710732    8.459
59.908082631    21.81536764    8.46
59.904400847    21.814026928    8.461
59.900719063    21.812686217    8.462
59.897004617    21.811333611    8.463
59.893322708    21.809992854    8.464
59.889696394    21.808672341    8.465
59.886040748    21.807341148    8.466
59.882398169    21.806014712    8.467
59.878739195    21.804682307    8.468
59.875080222    21.803349902    8.469
59.871404983    21.802011573    8.47
59.867726414    21.800672032    8.471
59.864090375    21.799347978    8.472
59.86041514    21.798009651    8.473
59.856749769    21.796674916    8.474
59.853051607    21.79532824    8.475
59.849399177    21.793998218    8.476
59.845730608    21.792662318    8.477
59.84207485    21.791331084    8.478
59.838389888    21.789989215    8.479
59.834737463    21.788659194    8.48
59.831052503    21.787317326    8.481
59.827364214    21.785974245    8.482
59.823666191    21.78462762    8.483
59.819961765    21.783278663    8.484
59.81631588    21.781951024    8.485
59.812634129    21.780610324    8.486
59.808971978    21.779276762    8.487
59.805326225    21.777949171    8.488
59.801664077    21.776615609    8.489
59.79798579    21.775276171    8.49
59.794343244    21.773949747    8.491
59.790697496    21.772622158    8.492
59.787035353    21.771288599    8.493
59.783376543    21.769956253    8.494
59.779740662    21.768632256    8.495
59.776101453    21.767307048    8.496
59.772413184    21.765963975    8.497
59.768731449    21.764623281    8.498
59.765102107    21.763301666    8.499
59.761443304    21.761969323    8.5
59.757787833    21.760638192    8.501
59.754132235    21.759307016    8.502
59.750486502    21.757979432    8.503
59.746830907    21.756648257    8.504
59.743182102    21.755319555    8.505
59.739533042    21.753990759    8.506
59.735883984    21.752661965    8.507
59.732235183    21.751333263    8.508
59.728589457    21.750005682    8.509
59.724940531    21.748676936    8.51
59.721255611    21.747335082    8.511
59.717590418    21.746000412    8.512
59.713931632    21.744668075    8.513
59.710266315    21.743333359    8.514
59.706604329    21.741999857    8.515
59.702925948    21.740660384    8.516
59.699247696    21.739320959    8.517
59.695605313    21.737994595    8.518
59.691962931    21.736668231    8.519
59.688327083    21.735344247    8.52
59.684684704    21.734017884    8.521
59.681048859    21.732693901    8.522
59.677393416    21.731362781    8.523
59.673747838    21.730035254    8.524
59.670079332    21.728699377    8.525
59.666440289    21.727374229    8.526
59.662801121    21.726049036    8.527
59.65916208    21.724723889    8.528
59.655532777    21.723402288    8.529
59.651880674    21.722072384    8.53
59.64824484    21.720748405    8.531
59.644609135    21.719424473    8.532
59.640979837    21.718102874    8.533
59.637327738    21.716772972    8.534
59.633698443    21.715451374    8.535
59.63005288    21.714123852    8.536
59.626420384    21.712801088    8.537
59.622791093    21.711479492    8.538
59.619165132    21.710159108    8.539
59.615539173    21.708838725    8.54
59.611913216    21.707518342    8.541
59.608280726    21.70619558    8.542
59.604661304    21.704877578    8.543
59.601015751    21.703550059    8.544
59.597376732    21.70222492    8.545
59.593731182    21.700897403    8.546
59.590115095    21.699580614    8.547
59.586485816    21.698259022    8.548
59.582866528    21.696941068    8.549
59.579224186    21.695614719    8.55
59.575604774    21.69429672    8.551
59.571969094    21.692972797    8.552
59.56834981    21.691654845    8.553
59.564717336    21.690332089    8.554
59.561097929    21.689014092    8.555
59.55747532    21.687694928    8.556
59.553862449    21.686379311    8.557
59.550246375    21.685062527    8.558
59.546633506    21.683746911    8.559
59.543004369    21.68242537    8.56
59.53938497    21.681107376    8.561
59.535759165    21.679787048    8.562
59.532143097    21.678470267    8.563
59.528517295    21.677149941    8.564
59.524907763    21.675835539    8.565
59.521294903    21.674519926    8.566
59.517672307    21.673200768    8.567
59.514026911    21.671873306    8.568
59.510417384    21.670558907    8.569
59.506811187    21.66924572    8.57
59.503201663    21.667931321    8.571
59.499582403    21.666613378    8.572
59.495959815    21.665294222    8.573
59.492356828    21.663982204    8.574
59.48875717    21.662671398    8.575
59.485150982    21.661358214    8.576
59.481529276    21.66003938    8.577
59.477909898    21.658721393    8.578
59.47431345    21.657411756    8.579
59.470710595    21.656099786    8.58
59.467055352    21.654768739    8.581
59.463462236    21.653460316    8.582
59.459846193    21.652143543    8.583
59.456213882    21.650820847    8.584
59.4526045    21.6495065    8.585
59.448952593    21.648176668    8.586
59.445356154    21.646867035    8.587
59.441763046    21.645558614    8.588
59.438169939    21.644250193    8.589
59.434576833    21.642941774    8.59
59.430983728    21.641633354    8.591
59.427390625    21.640324935    8.592
59.423794319    21.63901535    8.593
59.420207751    21.637709311    8.594
59.416619561    21.636402681    8.595
59.413013397    21.635089506    8.596
59.409423629    21.633782302    8.597
59.405833863    21.632475098    8.598
59.402230906    21.631163091    8.599
59.398644471    21.6298571    8.6
59.395057912    21.628551065    8.601
59.391474683    21.627246241    8.602
59.387891331    21.625941373    8.603
59.384308104    21.624636551    8.604
59.380757544    21.623343624    8.605
59.377246183    21.622064971    8.606
59.373702034    21.620774379    8.607
59.370154806    21.619482665    8.608
59.366610783    21.618192119    8.609
59.363050492    21.616895648    8.61
59.359470478    21.615591996    8.611
59.35592646    21.614301451    8.612
59.352346449    21.6129978    8.613
59.348789366    21.611702498    8.614
59.345216015    21.610401271    8.615
59.341672001    21.609110728    8.616
59.338095323    21.607808291    8.617
59.334564378    21.606522506    8.618
59.330987703    21.60522007    8.619
59.32743038    21.60392468    8.62
59.323876634    21.602630593    8.621
59.320303291    21.60132937    8.622
59.31673303    21.600029269    8.623
59.313179289    21.598735183    8.624
59.309609278    21.597435173    8.625
59.306042349    21.596136286    8.626
59.302491939    21.594843414    8.627
59.298925012    21.593544527    8.628
59.295351678    21.592243307    8.629
59.291830608    21.590961119    8.63
59.288257276    21.589659899    8.631
59.284693807    21.588362271    8.632
59.281149813    21.587071736    8.633
59.277602617    21.585780034    8.634
59.274025961    21.584477604    8.635
59.270462496    21.583179978    8.636
59.266902237    21.581883519    8.637
59.263358374    21.580593031    8.638
59.259794789    21.579295361    8.639
59.256237861    21.578000115    8.64
59.252693878    21.576709583    8.641
59.249156552    21.575421476    8.642
59.245602833    21.574127398    8.643
59.242045911    21.572832155    8.644
59.23846939    21.571529774    8.645
59.234931946    21.570241623    8.646
59.231378355    21.568947593    8.647
59.227818109    21.567651139    8.648
59.224267726    21.566358276    8.649
59.220733614    21.565071339    8.65
59.21720616    21.563786826    8.651
59.213645919    21.562490374    8.652
59.210098745    21.56119868    8.653
59.206522235    21.559896303    8.654
59.202994785    21.558611792    8.655
59.199428016    21.557312962    8.656
59.195884175    21.556022482    8.657
59.192318145    21.554723922    8.658
59.188767773    21.553431064    8.659
59.185220608    21.552139373    8.66
59.181673566    21.550847727    8.661
59.17812973    21.549557249    8.662
59.174566297    21.548259634    8.663
59.171002865    21.54696202    8.664
59.167459033    21.545671543    8.665
59.163915202    21.544381066    8.666
59.1603747    21.543091802    8.667
59.156834199    21.541802538    8.668
59.153296905    21.540514442    8.669
59.149740135    21.539219254    8.67
59.146183244    21.537924022    8.671
59.142632887    21.536631169    8.672
59.139098925    21.535344286    8.673
59.135538833    21.534047888    8.674
59.132008078    21.532762173    8.675
59.128451316    21.531466987    8.676
59.124920564    21.530181273    8.677
59.121363681    21.528886044    8.678
59.117813454    21.527593239    8.679
59.114279378    21.526306314    8.68
59.11074222    21.525018268    8.681
59.107195203    21.523726631    8.682
59.103644981    21.522433827    8.683
59.10012077    21.521150495    8.684
59.096590149    21.519864829    8.685
59.093039809    21.518571982    8.686
59.089496125    21.517281559    8.687
59.085965385    21.51599585    8.688
59.082441303    21.514712564    8.689
59.078878023    21.513415006    8.69
59.075353942    21.512131721    8.691
59.071806814    21.510840044    8.692
59.068269669    21.509552002    8.693
59.064693328    21.508249687    8.694
59.061133259    21.506953298    8.695
59.057609184    21.505670015    8.696
59.05408511    21.504386733    8.697
59.050547971    21.503098693    8.698
59.047027105    21.50181658    8.699
59.043509568    21.500535678    8.7
59.039988704    21.499253565    8.701
59.036471169    21.497972664    8.702
59.032953635    21.496691763    8.703
59.029429569    21.495408484    8.704
59.025918571    21.494129963    8.705
59.022397834    21.492847897    8.706
59.018886716    21.491569332    8.707
59.015369188    21.490288434    8.708
59.011854988    21.489008747    8.709
59.008343995    21.487730229    8.71
59.004829797    21.486450543    8.711
59.00129588    21.485163676    8.712
58.99778489    21.483885159    8.713
58.994274023    21.482606686    8.714
58.990763035    21.481328169    8.715
58.987235777    21.480043728    8.716
58.983727998    21.478766379    8.717
58.980217135    21.477487908    8.718
58.976712685    21.476211772    8.719
58.973201703    21.474933257    8.72
58.969697377    21.473657166    8.721
58.966186397    21.472378652    8.722
58.962688485    21.471104897    8.723
58.959180835    21.469827596    8.724
58.955676391    21.468551462    8.725
58.952168743    21.467274161    8.726
58.948670836    21.466000408    8.727
58.945166517    21.464724319    8.728
58.941652339    21.463444641    8.729
58.938144695    21.462167342    8.73
58.934643586    21.460892422    8.731
58.931145684    21.459618671    8.732
58.927628304    21.458337826    8.733
58.924133731    21.457065287    8.734
58.920635953    21.45579158    8.735
58.917138055    21.45451783    8.736
58.913640159    21.453244081    8.737
58.910142384    21.451970375    8.738
58.906651143    21.450699049    8.739
58.903156577    21.449426512    8.74
58.899662011    21.448153976    8.741
58.896167568    21.446881483    8.742
58.892676211    21.445610115    8.743
58.889184976    21.444338791    8.744
58.885677349    21.443061498    8.745
