#velocity	error_velocity	radius
38.881532406    14.158605761    19.801
38.880544054    14.158245855    19.802
38.879557343    14.157886547    19.803
38.878570619    14.157527234    19.804
38.877583908    14.157167926    19.805
38.876597196    14.156808617    19.806
38.875612112    14.156449901    19.807
38.8746254    14.156090593    19.808
38.873638677    14.15573128    19.809
38.872651965    14.155371972    19.81
38.871663614    14.155012066    19.811
38.870678541    14.154653355    19.812
38.869688551    14.154292853    19.813
38.868705106    14.153934734    19.814
38.867718383    14.153575421    19.815
38.86673331    14.15321671    19.816
38.865748226    14.152857994    19.817
38.864763142    14.152499278    19.818
38.863774791    14.152139373    19.819
38.862791347    14.151781254    19.82
38.861801368    14.151420756    19.821
38.860816284    14.15106204    19.822
38.859829572    14.150702732    19.823
38.858847767    14.15034521    19.824
38.857861044    14.149985898    19.825
38.856877599    14.149627779    19.826
38.855894154    14.14926966    19.827
38.854905803    14.148909755    19.828
38.85391908    14.148550442    19.829
38.852937275    14.14819292    19.83
38.851965259    14.147838963    19.831
38.850978547    14.147479655    19.832
38.849991824    14.147120342    19.833
38.84900838    14.146762224    19.834
38.848023296    14.146403508    19.835
38.847039851    14.146045389    19.836
38.846054767    14.145686674    19.837
38.845071323    14.145328555    19.838
38.844086239    14.144969839    19.839
38.843102794    14.144611721    19.84
38.84211935    14.144253602    19.841
38.841135894    14.143895479    19.842
38.84016225    14.143540929    19.843
38.839178806    14.143182811    19.844
38.838193722    14.142824095    19.845
38.837210277    14.142465976    19.846
38.836226821    14.142107854    19.847
38.835231936    14.141745569    19.848
38.834248492    14.14138745    19.849
38.833263419    14.141028739    19.85
38.832281603    14.140671213    19.851
38.831296519    14.140312497    19.852
38.830314702    14.139954971    19.853
38.829327991    14.139595663    19.854
38.828344546    14.139237544    19.855
38.827362729    14.138880018    19.856
38.826380913    14.138522492    19.857
38.825399096    14.138164966    19.858
38.824414024    14.137806255    19.859
38.823432207    14.137448729    19.86
38.822448762    14.13709061    19.861
38.821453877    14.136728326    19.862
38.820472061    14.1363708    19.863
38.819488616    14.136012681    19.864
38.818505172    14.135654562    19.865
38.817523355    14.135297036    19.866
38.816541539    14.134939511    19.867
38.815556455    14.134580795    19.868
38.814577917    14.134224463    19.869
38.8135961    14.133866937    19.87
38.812607749    14.133507032    19.871
38.811627572    14.133150103    19.872
38.810645755    14.132792577    19.873
38.809662311    14.132434458    19.874
38.808680494    14.132076932    19.875
38.80769705    14.131718814    19.876
38.806716872    14.131361885    19.877
38.805731789    14.131003169    19.878
38.804748344    14.130645051    19.879
38.803768167    14.130288122    19.88
38.802787978    14.129931189    19.881
38.801820869    14.129579018    19.882
38.800839064    14.129221497    19.883
38.799858875    14.128864564    19.884
38.79887707    14.128507042    19.885
38.797895242    14.128149512    19.886
38.796916704    14.12779318    19.887
38.795936527    14.127436251    19.888
38.794956338    14.127079318    19.889
38.793974533    14.126721796    19.89
38.792995984    14.12636546    19.891
38.792015806    14.126008531    19.892
38.791048697    14.125656361    19.893
38.79006852    14.125299432    19.894
38.789089971    14.124943096    19.895
38.788108154    14.12458557    19.896
38.787126349    14.124228048    19.897
38.7861478    14.123871712    19.898
38.785167622    14.123514783    19.899
38.784189073    14.123158447    19.9
38.783208896    14.122801518    19.901
38.782230346    14.122445182    19.902
38.781250169    14.122088253    19.903
38.780273259    14.121732514    19.904
38.779289803    14.121374391    19.905
38.778311265    14.121018059    19.906
38.777321287    14.120657561    19.907
38.776341098    14.120300628    19.908
38.775360921    14.119943699    19.909
38.774380732    14.119586766    19.91
38.773402194    14.119230434    19.911
38.772426912    14.118875288    19.912
38.771445096    14.118517762    19.913
38.770466558    14.11816143    19.914
38.769489636    14.117805687    19.915
38.768509459    14.117448758    19.916
38.767532549    14.117093018    19.917
38.766555639    14.116737279    19.918
38.765560754    14.116374995    19.919
38.764585472    14.116019848    19.92
38.763605295    14.115662919    19.921
38.762628385    14.11530718    19.922
38.761649835    14.114950844    19.923
38.760671297    14.114594512    19.924
38.759694376    14.114238769    19.925
38.758717466    14.11388303    19.926
38.757740556    14.11352729    19.927
38.756763646    14.113171551    19.928
38.755786736    14.112815812    19.929
38.754806547    14.112458879    19.93
38.753829637    14.11210314    19.931
38.752865796    14.11175216    19.932
38.751890525    14.111397017    19.933
38.750910336    14.111040084    19.934
38.749936693    14.110685535    19.935
38.748958144    14.110329199    19.936
38.747981234    14.10997346    19.937
38.747004324    14.10961772    19.938
38.746027414    14.109261981    19.939
38.745052132    14.108906835    19.94
38.744073583    14.108550499    19.941
38.743109741    14.108199518    19.942
38.742132831    14.107843779    19.943
38.74115756    14.107488637    19.944
38.740180639    14.107132894    19.945
38.739203729    14.106777155    19.946
38.738228458    14.106422012    19.947
38.737253176    14.106066866    19.948
38.736276255    14.105711123    19.949
38.735300984    14.10535598    19.95
38.734325702    14.105000834    19.951
38.733350431    14.104645692    19.952
38.732375149    14.104290546    19.953
38.7313966    14.10393421    19.954
38.730422957    14.10357966    19.955
38.729446047    14.103223921    19.956
38.728469137    14.102868182    19.957
38.727497122    14.102514225    19.958
38.726518573    14.102157889    19.959
38.72554493    14.10180334    19.96
38.72456966    14.101448197    19.961
38.723584576    14.101089482    19.962
38.722607666    14.100733743    19.963
38.721632384    14.100378597    19.964
38.720655474    14.100022857    19.965
38.719678565    14.099667118    19.966
38.718706561    14.099313166    19.967
38.717731279    14.09895802    19.968
38.716757625    14.098603466    19.969
38.715782354    14.098248324    19.97
38.714810339    14.097894367    19.971
38.713833429    14.097538628    19.972
38.712861426    14.097184676    19.973
38.711874703    14.096825363    19.974
38.710897794    14.096469624    19.975
38.709924151    14.096115075    19.976
38.708950508    14.095760525    19.977
38.707976865    14.095405976    19.978
38.707001583    14.09505083    19.979
38.706044276    14.094702229    19.98
38.705069005    14.094347087    19.981
38.70409699    14.09399313    19.982
38.703121709    14.093637984    19.983
38.702148066    14.093283434    19.984
38.701174423    14.092928885    19.985
38.700199141    14.092573739    19.986
38.699227138    14.092219786    19.987
38.698253495    14.091865237    19.988
38.697279841    14.091510683    19.989
38.696322534    14.091162082    19.99
38.695348891    14.090807533    19.991
38.694375248    14.090452984    19.992
38.693403233    14.090099027    19.993
38.692429591    14.089744478    19.994
38.691459215    14.089391118    19.995
38.690488839    14.089037758    19.996
38.689515197    14.088683209    19.997
38.688541554    14.088328659    19.998
38.6875679    14.087974106    19.999
38.686594257    14.087619557    20.
38.676875783    14.0840806    20.01
38.667149147    14.080538672    20.02
38.657450287    14.077006858    20.03
38.647771019    14.073482178    20.04
38.638078694    14.069952744    20.05
38.628394532    14.066426283    20.06
38.618708742    14.062899228    20.07
38.609027859    14.059373961    20.08
38.599350232    14.055849879    20.09
38.589684046    14.052329963    20.1
38.580039102    14.048817783    20.11
38.570387624    14.045303223    20.12
38.56073288    14.041787473    20.13
38.551094471    14.038277673    20.14
38.541477293    14.034775603    20.15
38.531853593    14.031271159    20.16
38.52224295    14.027771469    20.17
38.512633947    14.024272376    20.18
38.503029862    14.020775074    20.19
38.493450274    14.017286693    20.2
38.483864142    14.013795929    20.21
38.474287822    14.010308737    20.22
38.46471313    14.006822139    20.23
38.455148241    14.00333911    20.24
38.445593164    13.999859655    20.25
38.43604461    13.996382575    20.26
38.426499346    13.992906692    20.27
38.41697693    13.98943913    20.28
38.407425122    13.985960865    20.29
38.397914147    13.982497469    20.3
38.388409707    13.979036452    20.31
38.378888942    13.975569491    20.32
38.369389409    13.972110262    20.33
38.35989641    13.968653412    20.34
38.350421375    13.965203103    20.35
38.340931655    13.961747447    20.36
38.33145827    13.958297739    20.37
38.322006117    13.954855763    20.38
38.31252456    13.951403079    20.39
38.303085476    13.947965862    20.4
38.293652937    13.944531028    20.41
38.28420568    13.941090835    20.42
38.274773142    13.937656002    20.43
38.265347138    13.934223548    20.44
38.255924391    13.93079228    20.45
38.246526153    13.927369936    20.46
38.237124648    13.923946404    20.47
38.227716609    13.920520492    20.48
38.218326556    13.917101129    20.49
38.208938121    13.913682355    20.5
38.199572566    13.910271914    20.51
38.190207001    13.906861468    20.52
38.180833284    13.903448055    20.53
38.171464464    13.900036424    20.54
38.162120141    13.896633714    20.55
38.152780725    13.89323279    20.56
38.143444576    13.889833057    20.57
38.13410516    13.886432134    20.58
38.124767384    13.883031807    20.59
38.115436142    13.879633861    20.6
38.106142456    13.87624959    20.61
38.096835734    13.872860572    20.62
38.087535526    13.869473926    20.63
38.078250024    13.866092635    20.64
38.06894656    13.862704804    20.65
38.059667593    13.859325893    20.66
38.050393533    13.855948769    20.67
38.041139076    13.852578783    20.68
38.031866645    13.849202252    20.69
38.022589329    13.845823943    20.7
38.013344674    13.842457526    20.71
38.004104926    13.839092897    20.72
37.994853748    13.835724105    20.73
37.985530684    13.832329136    20.74
37.976269705    13.828956776    20.75
37.967077325    13.825609395    20.76
37.957894747    13.822265584    20.77
37.948715446    13.818922966    20.78
37.93953124    13.815578562    20.79
37.930351941    13.812235945    20.8
37.921193872    13.808901059    20.81
37.91204072    13.805567963    20.82
37.902890824    13.802236053    20.83
37.89374093    13.798904143    20.84
37.884609009    13.795578779    20.85
37.875472184    13.792251629    20.86
37.866350065    13.788929834    20.87
37.857239377    13.785612201    20.88
37.848130337    13.782295169    20.89
37.839018011    13.778976939    20.9
37.829913868    13.77566169    20.91
37.820824432    13.772351796    20.92
37.811746426    13.769046065    20.93
37.802673316    13.765742116    20.94
37.793595301    13.762436381    20.95
37.784520563    13.75913184    20.96
37.775468706    13.75583563    20.97
37.766418467    13.75254001    20.98
37.757376401    13.749247366    20.99
37.748335974    13.745955319    21
37.739293919    13.742662679    21.01
37.730273085    13.739377766    21.02
37.721258806    13.736095241    21.03
37.712239621    13.732810929    21.04
37.703225332    13.7295284    21.05
37.694230646    13.726253009    21.06
37.685242505    13.722980001    21.07
37.676260888    13.719709369    21.08
37.667272737    13.716436358    21.09
37.658291121    13.713165727    21.1
37.649327489    13.709901644    21.11
37.640373648    13.706641127    21.12
37.63141817    13.703380014    21.13
37.62246434    13.700119501    21.14
37.613515406    13.69686077    21.15
37.604582808    13.693607989    21.16
37.59566165    13.690359373    21.17
37.586730681    13.687107185    21.18
37.577806256    13.683857379    21.19
37.568903063    13.680615305    21.2
37.560001508    13.677373828    21.21
37.551111384    13.674136513    21.22
37.542200029    13.670891467    21.23
37.533318078    13.667657129    21.24
37.5244443    13.664425766    21.25
37.515573789    13.661195593    21.26
37.506706546    13.657966611    21.27
37.497837664    13.654737031    21.28
37.488986757    13.651513997    21.29
37.480145651    13.648294532    21.3
37.471298012    13.645072688    21.31
37.462456906    13.641853223    21.32
37.453633766    13.6386403    21.33
37.444812263    13.635427973    21.34
37.435989133    13.632215054    21.35
37.427172537    13.629004514    21.36
37.418377172    13.625801706    21.37
37.409581818    13.622598901    21.38
37.400770128    13.619390148    21.39
37.391992738    13.616193885    21.4
37.383215349    13.612997622    21.41
37.374437959    13.609801359    21.42
37.365663847    13.60660629    21.43
37.356909328    13.603418355    21.44
37.348156447    13.600231017    21.45
37.3394003    13.59704249    21.46
37.330650687    13.593856342    21.47
37.321919049    13.590676739    21.48
37.313182505    13.58749535    21.49
37.304444332    13.584313368    21.5
37.295725763    13.581138524    21.51
37.287002288    13.577961894    21.52
37.278278823    13.574785268    21.53
37.269586391    13.571619942    21.54
37.260898855    13.568456399    21.55
37.252198251    13.565288097    21.56
37.243518897    13.562127534    21.57
37.234847707    13.558969943    21.58
37.226163439    13.55580759    21.59
37.217506956    13.552655355    21.6
37.208845568    13.549501334    21.61
37.200187447    13.546348503    21.62
37.191550567    13.543203406    21.63
37.182903887    13.54005474    21.64
37.174266998    13.53690964    21.65
37.165646454    13.533770493    21.66
37.157011214    13.530625993    21.67
37.148400462    13.527490411    21.68
37.139786454    13.524353643    21.69
37.131180618    13.521219851    21.7
37.122587851    13.518090818    21.71
37.113985273    13.514958212    21.72
37.105403936    13.511833341    21.73
37.09681117    13.508704308    21.74
37.08824454    13.505584793    21.75
37.079671376    13.502462899    21.76
37.071106376    13.499343977    21.77
37.062546291    13.496226845    21.78
37.053992721    13.493112085    21.79
37.045435903    13.489996143    21.8
37.036901946    13.486888525    21.81
37.028361464    13.483778532    21.82
37.019838938    13.480675077    21.83
37.011300085    13.477565676    21.84
37.00278737    13.474465794    21.85
36.994274654    13.471365911    21.86
36.985761939    13.468266029    21.87
36.977249234    13.46516615    21.88
36.968729976    13.462063885    21.89
36.960209099    13.458961031    21.9
36.95170129    13.455862935    21.91
36.943180413    13.45276008    21.92
36.934667709    13.449660202    21.93
36.926141937    13.446555565    21.94
36.917541013    13.443423561    21.95
36.909026671    13.440323087    21.96
36.900590739    13.437251165    21.97
36.892153179    13.43417865    21.98
36.883731955    13.431112084    21.99
36.87531073    13.428045517    22
36.866894412    13.424980737    22.01
36.858487885    13.421919523    22.02
36.850081358    13.418858309    22.03
36.841683005    13.415800071    22.04
36.833292814    13.412744806    22.05
36.8249059    13.409690734    22.06
36.81652715    13.406639634    22.07
36.808151675    13.403589728    22.08
36.799782736    13.400542201    22.09
36.791418692    13.397496457    22.1
36.783059545    13.394452496    22.11
36.774705303    13.391410321    22.12
36.766360863    13.388371715    22.13
36.758018061    13.385333706    22.14
36.74968669    13.38229986    22.15
36.741353689    13.37926542    22.16
36.73303212    13.376235143    22.17
36.724715455    13.373206652    22.18
36.716402058    13.370179351    22.19
36.708095195    13.367154429    22.2
36.699794867    13.364131886    22.21
36.691501073    13.361111724    22.22
36.683208918    13.358092157    22.23
36.674926563    13.35507616    22.24
36.666647477    13.352061353    22.25
36.658376553    13.349049519    22.26
36.650107268    13.34603828    22.27
36.641846155    13.343030018    22.28
36.633586672    13.34002235    22.29
36.625338619    13.337018843    22.3
36.617095471    13.334017123    22.31
36.608853962    13.331016    22.32
36.600623883    13.328019038    22.33
36.592395433    13.325022671    22.34
36.584173527    13.322028686    22.35
36.575958155    13.31903708    22.36
36.567746051    13.316046664    22.37
36.559537213    13.313057438    22.38
36.551338177    13.310071781    22.39
36.543144047    13.30708791    22.4
36.534953184    13.304105229    22.41
36.526772113    13.301126115    22.42
36.518594319    13.298148193    22.43
36.510419791    13.29517146    22.44
36.502251798    13.292197108    22.45
36.49409034    13.289225135    22.46
36.485935416    13.286255541    22.47
36.477783759    13.283287137    22.48
36.469637008    13.280320519    22.49
36.461500049    13.277357467    22.5
36.453366366    13.274395609    22.51
36.445234312    13.271434343    22.52
36.437113698    13.268477243    22.53
36.428994714    13.265520737    22.54
36.420882272    13.262566613    22.55
36.412776356    13.259614865    22.56
36.404673716    13.256664311    22.57
36.396575973    13.253715539    22.58
36.388486401    13.250769744    22.59
36.380401727    13.247825731    22.6
36.372320319    13.244882908    22.61
36.364245455    13.241942468    22.62
36.35617222    13.239002621    22.63
36.348107148    13.236065747    22.64
36.340050249    13.233131849    22.65
36.331994979    13.230198544    22.66
36.323947882    13.227268215    22.67
36.315900785    13.224337886    22.68
36.307861859    13.221410533    22.69
36.299824564    13.218483773    22.7
36.291790535    13.215558203    22.71
36.28373037    13.212623116    22.72
36.275714316    13.209704091    22.73
36.267703166    13.206786852    22.74
36.259696913    13.203871397    22.75
36.251700461    13.20095951    22.76
36.243707277    13.198048814    22.77
36.235714093    13.195138117    22.78
36.227733977    13.192232179    22.79
36.219750594    13.189325052    22.8
36.211781918    13.18642328    22.81
36.203813242    13.183521508    22.82
36.195847833    13.180620925    22.83
36.187888959    13.177722723    22.84
36.179936619    13.174826899    22.85
36.171990813    13.171933456    22.86
36.164049904    13.169041795    22.87
36.156110641    13.166150734    22.88
36.148181171    13.163263238    22.89
36.140254969    13.160376933    22.9
36.132335301    13.157493007    22.91
36.124420529    13.154610864    22.92
36.116509033    13.151729914    22.93
36.10860571    13.14885194    22.94
36.100704015    13.145974559    22.95
36.092812123    13.143100748    22.96
36.08492023    13.140226936    22.97
36.077031605    13.137354314    22.98
36.069152781    13.134485262    22.99
36.061283758    13.131619778    23
36.053413107    13.128753702    23.01
36.04554736    13.125889411    23.02
36.037616255    13.123001321    23.03
36.029721105    13.120126323    23.04
36.021834119    13.117254298    23.05
36.013945495    13.114381677    23.06
36.006087913    13.111520359    23.07
35.998236874    13.108661424    23.08
35.990387455    13.10580308    23.09
35.982541312    13.102945928    23.1
35.974704971    13.100092345    23.11
35.966873527    13.097240546    23.12
35.959048616    13.094391126    23.13
35.951222085    13.091541115    23.14
35.943416778    13.088698833    23.15
35.935614737    13.085857741    23.16
35.92780943    13.08301546    23.17
35.920005761    13.080173775    23.18
35.912210264    13.077335065    23.19
35.904432731    13.074502898    23.2
35.896650303    13.071668947    23.21
35.888869504    13.06883559    23.22
35.881100144    13.066006398    23.23
35.873342215    13.063181369    23.24
35.865572855    13.060352178    23.25
35.857823098    13.057530125    23.26
35.850078238    13.054709855    23.27
35.84232686    13.051887211    23.28
35.834582    13.049066941    23.29
35.826861648    13.046255595    23.3
35.819123331    13.043437708    23.31
35.811396444    13.040623983    23.32
35.80368916    13.037817396    23.33
35.795967179    13.035005458    23.34
35.788254999    13.032197088    23.35
35.780552621    13.029392288    23.36
35.772858406    13.02659046    23.37
35.765156028    13.023785659    23.38
35.757468348    13.020986211    23.39
35.74978721    13.018189146    23.4
35.742104435    13.015391484    23.41
35.734424927    13.012595011    23.42
35.726742152    13.00979735    23.43
35.719062644    13.007000877    23.44
35.711378232    13.004202619    23.45
35.703702    13.00140734    23.46
35.696030657    12.998613841    23.47
35.688365864    12.995822727    23.48
35.680702692    12.993032204    23.49
35.673031357    12.990238708    23.5
35.665366557    12.987447591    23.51
35.657695222    12.984654095    23.52
35.650020629    12.981859413    23.53
35.64231009    12.979051641    23.54
35.634333288    12.97614691    23.55
35.626730571    12.9733784    23.56
35.619142543    12.970615241    23.57
35.611561059    12.967854463    23.58
35.603982841    12.965094876    23.59
35.59640952    12.962337071    23.6
35.588837837    12.959579863    23.61
35.581275955    12.956826224    23.62
35.57371734    12.954073775    23.63
35.566158726    12.951321326    23.64
35.55861155    12.948573042    23.65
35.551064367    12.945824755    23.66
35.543526993    12.943080041    23.67
35.535989619    12.940335326    23.68
35.528462039    12.937594178    23.69
35.520936104    12.934853629    23.7
35.513418333    12.932116053    23.71
35.505900563    12.929378477    23.72
35.498386059    12.926642091    23.73
35.490882987    12.923909867    23.74
35.483381552    12.92117824    23.75
35.475881747    12.918447206    23.76
35.468393388    12.91572034    23.77
35.460905022    12.912993472    23.78
35.453421561    12.910268389    23.79
35.445946263    12.90754628    23.8
35.438470966    12.90482417    23.81
35.431003848    12.902105039    23.82
35.42354162    12.899387689    23.83
35.416082658    12.896671528    23.84
35.408626972    12.89395656    23.85
35.401177812    12.891243968    23.86
35.393733556    12.888533163    23.87
35.386294206    12.885824143    23.88
35.378858115    12.88311631    23.89
35.371430195    12.880411453    23.9
35.364002284    12.877706599    23.91
35.356579261    12.875003526    23.92
35.34916604    12.872304021    23.93
35.341751198    12.869603926    23.94
35.334346148    12.866907397    23.95
35.326942737    12.864211465    23.96
35.31954586    12.861517912    23.97
35.312153887    12.858826145    23.98
35.304761907    12.856134375    23.99
35.297379736    12.853446177    24
35.290000824    12.850759166    24.01
35.282626817    12.848073941    24.02
35.275256085    12.845389909    24.03
35.267890242    12.842707657    24.04
35.260529304    12.840027191    24.05
35.25317327    12.837348511    24.06
35.245820504    12.834671021    24.07
35.238475901    12.831996504    24.08
35.231131307    12.829321989    24.09
35.223796506    12.826651041    24.1
35.216463342    12.823980689    24.11
35.209130179    12.821310338    24.12
35.201810092    12.818644748    24.13
35.19448999    12.815979152    24.14
35.18717317    12.813314752    24.15
35.179862877    12.810652728    24.16
35.172560755    12.80799368    24.17
35.165256996    12.805334036    24.18
35.157953238    12.802674392    24.19
35.150656021    12.80001713    24.2
35.143366961    12.797362838    24.21
35.136084442    12.794710929    24.22
35.128800294    12.792058426    24.23
35.12152594    12.789409489    24.24
35.114253224    12.786761149    24.25
35.106983782    12.784114001    24.26
35.099717592    12.781468037    24.27
35.092459581    12.778825052    24.28
35.085190132    12.776177902    24.29
35.077920683    12.773530752    24.3
35.070659406    12.770886577    24.31
35.063399758    12.768242996    24.32
35.056136851    12.765598228    24.33
35.048908237    12.762965947    24.34
35.041679631    12.76033367    24.35
35.034460827    12.757704961    24.36
35.027245289    12.755077443    24.37
35.020033019    12.752451114    24.38
35.012825653    12.749826571    24.39
35.005624814    12.747204405    24.4
34.998423983    12.744582241    24.41
34.991232945    12.741963644    24.42
34.984043553    12.739345646    24.43
34.976860687    12.736730025    24.44
34.969681088    12.734115593    24.45
34.962501497    12.731501165    24.46
34.955333337    12.728890898    24.47
34.948166807    12.726281226    24.48
34.941001915    12.723672149    24.49
34.933845186    12.721066046    24.5
34.926691733    12.718461135    24.51
34.919541539    12.715857411    24.52
34.912397886    12.713256069    24.53
34.905257494    12.710655914    24.54
34.898118739    12.708056356    24.55
34.890986518    12.705459177    24.56
34.883860831    12.702864377    24.57
34.876738419    12.70027077    24.58
34.869620897    12.697678943    24.59
34.862505012    12.695087713    24.6
34.855395669    12.692498864    24.61
34.848291222    12.689911799    24.62
34.841191673    12.687326517    24.63
34.834090494    12.684740642    24.64
34.827000754    12.682158932    24.65
34.819912644    12.679577816    24.66
34.812826163    12.676997293    24.67
34.805747854    12.674419746    24.68
34.798672813    12.671843388    24.69
34.791604312    12.669269413    24.7
34.784535798    12.666695432    24.71
34.777473832    12.664123836    24.72
34.770415126    12.661553428    24.73
34.763361325    12.658984805    24.74
34.75631242    12.656417965    24.75
34.749266783    12.653852315    24.76
34.74222605    12.651288451    24.77
34.735188585    12.648725777    24.78
34.728159291    12.646166078    24.79
34.721129989    12.643606377    24.8
34.71410723    12.641049058    24.81
34.70708773    12.638492926    24.82
34.700069867    12.63593739    24.83
34.693060176    12.63338483    24.84
34.686055382    12.630834053    24.85
34.679053855    12.628284466    24.86
34.672053966    12.625735475    24.87
34.665062248    12.62318946    24.88
34.658070523    12.620643442    24.89
34.651085339    12.618099806    24.9
34.644105045    12.61555795    24.91
34.637129656    12.613017881    24.92
34.630152636    12.610477218    24.93
34.623185426    12.607940127    24.94
34.616223105    12.605404817    24.95
34.609262421    12.602870102    24.96
34.602305005    12.600336578    24.97
34.595352493    12.597804839    24.98
34.588408145    12.595276073    24.99
34.581465434    12.592747904    25
34.574524354    12.590220328    25.01
34.567589807    12.587695132    25.02
34.560656898    12.585170531    25.03
34.553732161    12.582648907    25.04
34.546812313    12.580129063    25.05
34.539890835    12.577608625    25.06
34.532975899    12.57509057    25.07
34.526065853    12.572574295    25.08
34.519162348    12.570060402    25.09
34.512260481    12.567547106    25.1
34.505361881    12.565034999    25.11
34.49846817    12.562524673    25.12
34.491577741    12.560015542    25.13
34.48469547    12.557509381    25.14
34.477813205    12.555003223    25.15
34.470939105    12.552500038    25.16
34.464061738    12.549995663    25.17
34.457197439    12.547496047    25.18
34.45032988    12.544995244    25.19
34.443468849    12.542496817    25.2
34.436614351    12.540000771    25.21
34.429763121    12.537505914    25.22
34.422915159    12.535012246    25.23
34.41607047    12.532519771    25.24
34.409230678    12.53002908    25.25
34.402394147    12.527539575    25.26
34.395565801    12.525053051    25.27
34.388735804    12.522565926    25.28
34.381910719    12.520080589    25.29
34.375092167    12.517597632    25.3
34.368276876    12.515115862    25.31
34.361464866    12.512635287    25.32
34.354657746    12.510156493    25.33
34.34785553    12.507679484    25.34
34.341054945    12.505203069    25.35
34.334259264    12.50272844    25.36
34.32746848    12.500255594    25.37
34.3206826    12.497784534    25.38
34.31389672    12.495313474    25.39
34.307117374    12.492844794    25.4
34.300344556    12.49037849    25.41
34.293571752    12.487912192    25.42
34.286803838    12.485447674    25.43
34.280044096    12.482986132    25.44
34.273284353    12.48052459    25.45
34.266527878    12.478064237    25.46
34.25977467    12.475605075    25.47
34.253029633    12.473148888    25.48
34.246289493    12.470694484    25.49
34.239547723    12.468239486    25.5
34.232815755    12.465788058    25.51
34.22608215    12.463336034    25.52
34.219353449    12.460885796    25.53
34.212631282    12.458437937    25.54
34.205910745    12.455990671    25.55
34.19919675    12.453545788    25.56
34.192482748    12.451100902    25.57
34.185776917    12.448658991    25.58
34.179188701    12.44625991    25.59
34.17254004    12.443838818    25.6
34.165891387    12.441417729    25.61
34.159244364    12.438997233    25.62
34.15262021    12.436585066    25.63
34.146030364    12.434185391    25.64
34.139349034    12.431752402    25.65
34.132672614    12.429321202    25.66
34.126001085    12.426891783    25.67
34.119331193    12.424462959    25.68
34.112666205    12.422035922    25.69
34.106007751    12.419611264    25.7
34.099350934    12.417187202    25.71
34.092697377    12.414764327    25.72
34.086047088    12.412342642    25.73
34.07940497    12.409923932    25.74
34.072762852    12.407505223    25.75
34.066127268    12.405088893    25.76
34.059280961    12.402595828    25.77
34.052522859    12.400134884    25.78
34.045771297    12.397676321    25.79
34.038934792    12.395186825    25.8
34.03189409    12.392622973    25.81
34.025283014    12.390215567    25.82
34.01867193    12.387808159    25.83
34.012070662    12.385404324    25.84
34.00546775    12.382999892    25.85
33.998868105    12.380596649    25.86
33.992278268    12.378196977    25.87
33.985686787    12.375796707    25.88
33.979098581    12.37339763    25.89
33.972516908    12.371000931    25.9
33.965940133    12.368606016    25.91
33.959366632    12.366212293    25.92
33.952794761    12.363819164    25.93
33.946227788    12.361427819    25.94
33.939664088    12.359037665    25.95
33.933105286    12.356649295    25.96
33.926548121    12.35426152    25.97
33.919995853    12.35187553    25.98
33.913448482    12.349491322    25.99
33.906904385    12.347108307    26
33.900363556    12.344726481    26.01
33.893825987    12.342345843    26.02
33.887291691    12.339966397    26.03
33.88076393    12.33758933    26.04
33.8742378    12.335212857    26.05
33.867718203    12.332838764    26.06
33.861198614    12.330464673    26.07
33.854687188    12.328093555    26.08
33.848177393    12.32572303    26.09
33.841669235    12.323353102    26.1
33.835167611    12.320985553    26.11
33.828669255    12.318619194    26.12
33.822174165    12.316254025    26.13
33.815682343    12.313890045    26.14
33.809193788    12.311527255    26.15
33.802711767    12.309166844    26.16
33.796229746    12.306806434    26.17
33.789752629    12.304447809    26.18
33.78328041    12.302090968    26.19
33.776813095    12.299735912    26.2
33.770345779    12.297380857    26.21
33.763884992    12.295028178    26.22
33.757427478    12.292676692    26.23
33.750973231    12.290326395    26.24
33.744522251    12.287977288    26.25
33.738074539    12.285629371    26.26
33.73163336    12.283283833    26.27
33.725192176    12.280938293    26.28
33.718759169    12.278595731    26.29
33.712326161    12.276253169    26.3
33.705898052    12.27391239    26.31
33.699473209    12.2715728    26.32
33.693053264    12.269234995    26.33
33.686634956    12.266897785    26.34
33.680221552    12.264562361    26.35
33.673813045    12.262228721    26.36
33.667406175    12.259895676    26.37
33.661002566    12.257563819    26.38
33.654605498    12.255234344    26.39
33.648208429    12.252904868    26.4
33.641816258    12.250577176    26.41
33.635430622    12.248251864    26.42
33.629044985    12.245926551    26.43
33.622664252    12.243603025    26.44
33.616286787    12.241280688    26.45
33.609894616    12.238952996    26.46
33.603512253    12.236628876    26.47
33.597134788    12.234306539    26.48
33.590765487    12.231987175    26.49
33.58440109    12.229669597    26.5
33.578036693    12.227352019    26.51
33.571678831    12.22503682    26.52
33.565324236    12.222722811    26.53
33.558972914    12.220409995    26.54
33.552623216    12.218097769    26.55
33.546278422    12.215787329    26.56
33.539938532    12.213478675    26.57
33.533597005    12.211169426    26.58
33.527262013    12.208862555    26.59
33.520920492    12.206553307    26.6
33.5145855    12.204246437    26.61
33.50827011    12.201946705    26.62
33.501957988    12.199648162    26.63
33.495647502    12.197350216    26.64
33.489345187    12.195055245    26.65
33.483041235    12.192759678    26.66
33.476745448    12.190467084    26.67
33.470448031    12.188173896    26.68
33.464158785    12.185883684    26.69
33.457869532    12.183593469    26.7
33.451585184    12.181305041    26.71
33.445305732    12.179018395    26.72
33.439029555    12.176732942    26.73
33.432755008    12.174448083    26.74
33.426485364    12.172165009    26.75
